name_of_project,title_of_press_release,telegram_1,telegram_1_name,telegram_1_is_group,tg admin 1 name,tg admin 1 username,tg admin 1 contact url,tg admin 1 status,tg admin 2 name,tg admin 2 username,tg admin 2 contact url,tg admin 2 status,tg admin 3 name,tg admin 3 username,tg admin 3 contact url,tg admin 3 status,tg admin 4 name,tg admin 4 username,tg admin 4 contact url,tg admin 4 status,tg admin 5 name,tg admin 5 username,tg admin 5 contact url,tg admin 5 status,tg admin 6 name,tg admin 6 username,tg admin 6 contact url,tg admin 6 status,tg admin 7 name,tg admin 7 username,tg admin 7 contact url,tg admin 7 status,tg admin 8 name,tg admin 8 username,tg admin 8 contact url,tg admin 8 status,tg admin 9 name,tg admin 9 username,tg admin 9 contact url,tg admin 9 status,tg admin 10 name,tg admin 10 username,tg admin 10 contact url,tg admin 10 status,tg admin 11 name,tg admin 11 username,tg admin 11 contact url,tg admin 11 status,tg admin 12 name,tg admin 12 username,tg admin 12 contact url,tg admin 12 status,tg admin 13 name,tg admin 13 username,tg admin 13 contact url,tg admin 13 status,tg admin 14 name,tg admin 14 username,tg admin 14 contact url,tg admin 14 status,tg admin 15 name,tg admin 15 username,tg admin 15 contact url,tg admin 15 status,tg admin 16 name,tg admin 16 username,tg admin 16 contact url,tg admin 16 status,tg admin 17 name,tg admin 17 username,tg admin 17 contact url,tg admin 17 status,tg admin 18 name,tg admin 18 username,tg admin 18 contact url,tg admin 18 status,tg admin 19 name,tg admin 19 username,tg admin 19 contact url,tg admin 19 status,tg admin 20 name,tg admin 20 username,tg admin 20 contact url,tg admin 20 status,tg admin 21 name,tg admin 21 username,tg admin 21 contact url,tg admin 21 status,tg admin 22 name,tg admin 22 username,tg admin 22 contact url,tg admin 22 status,tg admin 23 name,tg admin 23 username,tg admin 23 contact url,tg admin 23 status,tg admin 24 name,tg admin 24 username,tg admin 24 contact url,tg admin 24 status,tg admin 25 name,tg admin 25 username,tg admin 25 contact url,tg admin 25 status,tg admin 26 name,tg admin 26 username,tg admin 26 contact url,tg admin 26 status,tg admin 27 name,tg admin 27 username,tg admin 27 contact url,tg admin 27 status,tg admin 28 name,tg admin 28 username,tg admin 28 contact url,tg admin 28 status,tg admin 29 name,tg admin 29 username,tg admin 29 contact url,tg admin 29 status,tg admin 30 name,tg admin 30 username,tg admin 30 contact url,tg admin 30 status,tg admin 31 name,tg admin 31 username,tg admin 31 contact url,tg admin 31 status,tg admin 32 name,tg admin 32 username,tg admin 32 contact url,tg admin 32 status,tg admin 33 name,tg admin 33 username,tg admin 33 contact url,tg admin 33 status,tg admin 34 name,tg admin 34 username,tg admin 34 contact url,tg admin 34 status,tg admin 35 name,tg admin 35 username,tg admin 35 contact url,tg admin 35 status,tg admin 36 name,tg admin 36 username,tg admin 36 contact url,tg admin 36 status,tg admin 37 name,tg admin 37 username,tg admin 37 contact url,tg admin 37 status,tg admin 38 name,tg admin 38 username,tg admin 38 contact url,tg admin 38 status
Bitcoinist,Persistence Listing and Integration on AscendEX,https://t.me/PersistenceOneChat,Persistence One Community Chat,True,SOSA,Soxa_129,https://t.me/Soxa_129,UserStatusRecently(),🐠support ･stake.fish,stakedotfish,https://t.me/stakedotfish,UserStatusRecently(),Michael Huynh,LDA_Michael,https://t.me/LDA_Michael,UserStatusRecently(),NrdGrl007 | LDA,NrdGrl007,https://t.me/NrdGrl007,UserStatusRecently(),Henry,Henry_Gray,https://t.me/Henry_Gray,UserStatusRecently(),Dave- LDA lunardigitalassets.io,LDA_Dave,https://t.me/LDA_Dave,UserStatusRecently(),Michael Huynh's VA,LDAMichael,https://t.me/LDAMichael,UserStatusRecently(),Kumar (Admins never DM you first and ask for ETH/Money),hodl_kumar,https://t.me/hodl_kumar,UserStatusRecently(),Tushar Aggarwal | Persistence,tusharaggarwal,https://t.me/tusharaggarwal,UserStatusRecently(),Vaibhav Thakur,vaibhavcs,https://t.me/vaibhavcs,UserStatusRecently(),Jacoby T Nelson,Jacoby_T_Nelson,https://t.me/Jacoby_T_Nelson,UserStatusRecently(),Yash Tiwari (Won't Ask For Funds),Yash_tiwari08,https://t.me/Yash_tiwari08,UserStatusRecently(),Fahad Sheikh | LDA,LDA_Fahad,https://t.me/LDA_Fahad,UserStatusRecently(),Devin,LDA_Devin,https://t.me/LDA_Devin,UserStatusRecently(),Crypto Secret Circle | LDA,Crypto_Secret_Circle,https://t.me/Crypto_Secret_Circle,UserStatusRecently(),Shane Latham | LDA,CryptoSpartan_LDA,https://t.me/CryptoSpartan_LDA,UserStatusRecently(),Roc Zacharias | LDA,LDA_Roc,https://t.me/LDA_Roc,UserStatusRecently(),Madhur Satija,madhursatija,https://t.me/madhursatija,UserStatusRecently(),Mikhil Pandey | Persistence,pandeymikhil,https://t.me/pandeymikhil,UserStatusRecently(),Puneet | Persistence 🦾,mkoijn6,https://t.me/mkoijn6,UserStatusRecently(),Abhinav Kumar | Persistence,avkr003,https://t.me/avkr003,UserStatusRecently(),Interoperable Cosmos,InteroperableCosmos,https://t.me/InteroperableCosmos,,Abhitej Singh | Persistence 🦾,abhitejsingh,https://t.me/abhitejsingh,UserStatusRecently(),Deepanshu Tripathi | Persistence,deepanshutr,https://t.me/deepanshutr,UserStatusRecently(),Siddarth Patil,SidPatil95,https://t.me/SidPatil95,UserStatusRecently(),Abhishek Singh,emperor_10,https://t.me/emperor_10,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Taraxa Listing on AscendEX,https://t.me/taraxa_project,Taraxa Project,True,Manali Patel,manali01,https://t.me/manali01,UserStatusRecently(),Igor,igor_11,https://t.me/igor_11,UserStatusRecently(),Kingsley,kingxy007,https://t.me/kingxy007,UserStatusRecently(),Shawn O,shawnOD,https://t.me/shawnOD,UserStatusRecently(),Fred .D,freddycrypto1,https://t.me/freddycrypto1,UserStatusRecently(),Michael // 伟豪 - unagii.com | StakeWith.Us 🌖🔥,Maigoh,https://t.me/Maigoh,UserStatusRecently(),Oruc Reis,OrucReis,https://t.me/OrucReis,UserStatusRecently(),Steven Pu | founder of taraxa,reedvoid,https://t.me/reedvoid,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,BitMax Relaunches as AscendEx,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Fire Protocol to List FIRE on BitMax,https://t.me/fireprotocol,Fire Protocol,True,Flow666,Fl0w666,https://t.me/Fl0w666,UserStatusRecently(),Stephen,Stephen4545,https://t.me/Stephen4545,UserStatusLastWeek(),Beatrice,FireprotocolBeatrice,https://t.me/FireprotocolBeatrice,UserStatusRecently(),Cindy,fireprotocolcindy,https://t.me/fireprotocolcindy,UserStatusRecently(),Corey,FireProtocolCMO,https://t.me/FireProtocolCMO,UserStatusLastWeek(),Dan,FireprotocolAdvisor,https://t.me/FireprotocolAdvisor,UserStatusRecently(),Fire Protocol,FireProtocolCM,https://t.me/FireProtocolCM,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Next-Gen DeFi Platform CherrySwap Announces $3 Million Funding,https://t.me/cherryswap_1st/,CherrySwap,True,Steve Rogers,Stevewolf69,https://t.me/Stevewolf69,UserStatusRecently(),Tony Stark,TS_stark,https://t.me/TS_stark,UserStatusRecently(),Jk Jason,JkJason01,https://t.me/JkJason01,UserStatusRecently(),Hunter,Hunter_production,https://t.me/Hunter_production,UserStatusRecently(),CherrySwap-sheldor,sheldorpan,https://t.me/sheldorpan,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,DAFI to list DAFI Token with BitMax,https://t.me/dafiprotocol,DAFI Protocol - Community,True,Ryan,ryan5899,https://t.me/ryan5899,UserStatusRecently(),Michael,michaelN22,https://t.me/michaelN22,UserStatusRecently(),Adam,adamben10,https://t.me/adamben10,UserStatusRecently(),Dafi Yeti 🧊,dafiyeti,https://t.me/dafiyeti,UserStatusRecently(),Zain @ DAFI Protocol - I will never PM,zainrana,https://t.me/zainrana,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Netbox.Global releases the Mobile Netbox.Browser,https://t.me/netboxglobal,Netbox.Global,True,Koncors,Koncors,https://t.me/Koncors,UserStatusRecently(),Yopt Top,YoptTop2,https://t.me/YoptTop2,UserStatusRecently(),Sergey Anokhin,anis309,https://t.me/anis309,UserStatusRecently(),Т.Григорьева,grigoreeva,https://t.me/grigoreeva,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Gather to list GTH Token with BitMax,https://t.me/GatherNetwork,Gather Network - Official,True,Viacheslav Shybaiev,Vic_Shybaiev,https://t.me/Vic_Shybaiev,UserStatusRecently(),DarthTager,DarthTager,https://t.me/DarthTager,UserStatusRecently(),Gideon,mmacha,https://t.me/mmacha,UserStatusRecently(),Isil Kilkis (will never ask for funds),isilkilkis,https://t.me/isilkilkis,UserStatusRecently(),ColdPoetic🦉,ColdPoetic,https://t.me/ColdPoetic,UserStatusRecently(),rasmaun,regar123,https://t.me/regar123,UserStatusRecently(),Bradley Townsend,bradleytownsend,https://t.me/bradleytownsend,UserStatusRecently(),Jatin Kalra ⚡ | Will never DM first,JatinkkaLra,https://t.me/JatinkkaLra,UserStatusRecently(),xquad,xquad,https://t.me/xquad,UserStatusRecently(),Korean Jew,Koreanjew,https://t.me/Koreanjew,UserStatusRecently(),Charles Read,charlesjread,https://t.me/charlesjread,UserStatusRecently(),Patrick Devereaux,Pdevereaux,https://t.me/Pdevereaux,UserStatusRecently(),John Kim,johnnystarr,https://t.me/johnnystarr,UserStatusRecently(),Udit - Gather Network Co-founder,Udit1010,https://t.me/Udit1010,UserStatusRecently(),Foz | Gather.Network,fozGTH,https://t.me/fozGTH,UserStatusRecently(),Reggie - Gather Founder,RJerath,https://t.me/RJerath,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Lien Protocol Brings Crypto-Native Options to Binance Smart Chain,https://t.me/lien_finance,Lien,True,Tony | Will Not PM You First,Tony_VR,https://t.me/Tony_VR,UserStatusRecently(),Emma Qing,emmalicious2,https://t.me/emmalicious2,UserStatusRecently(),小焰 | Victor 🇲🇾,victorsoon,https://t.me/victorsoon,UserStatusRecently(),Atul,meatulm,https://t.me/meatulm,UserStatusRecently(),Lien | Lien.finance,LienFinance,https://t.me/LienFinance,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Umbrella to list UMB Token with BitMax,https://t.me/umbrellanet,Umbrella Network,True,Utsav Jaiswal,stormbreaker_Thor,https://t.me/stormbreaker_Thor,UserStatusRecently(),Emily,Emmy_Lee,https://t.me/Emmy_Lee,UserStatusRecently(),Evan,prnibu,https://t.me/prnibu,UserStatusRecently(),jmumb,jmumb,https://t.me/jmumb,UserStatusRecently(),Lo®®ie || Never DM You First,lorrie3,https://t.me/lorrie3,UserStatusRecently(),Miguel Morales,TheRevoltingX,https://t.me/TheRevoltingX,UserStatusRecently(),Zhbordon Klo,Zhbordon,https://t.me/Zhbordon,UserStatusRecently(),@Shinypants2000,Shinypants2000,https://t.me/Shinypants2000,UserStatusRecently(),QWERTY keyboard,XyDzAw,https://t.me/XyDzAw,UserStatusRecently(),L.,Zyuraki,https://t.me/Zyuraki,UserStatusRecently(),Thomas | Will never DM you first,thomas_wallace,https://t.me/thomas_wallace,UserStatusRecently(),Jen | will never DM you first |,JKHemingway,https://t.me/JKHemingway,UserStatusLastMonth(),🅞🅛🅘🅥🅘🅐,Olivialexy,https://t.me/Olivialexy,UserStatusRecently(),Rylan,Rycerog,https://t.me/Rycerog,UserStatusRecently(),Corey Billington,CoreyBillington,https://t.me/CoreyBillington,UserStatusRecently(),John Chen | Umbrella Network,chen225,https://t.me/chen225,UserStatusRecently(),Leo,leossantiago,https://t.me/leossantiago,UserStatusRecently(),Sam Kim | Umbrella | Never DM You First (Umbrella),kimsamjoo,https://t.me/kimsamjoo,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Connect Financial to List CNFI Tokens with BitMax,https://t.me/connectfinancial,Connect Financial,True,Barnholt [Bullish],barnholt,https://t.me/barnholt,UserStatusRecently(),terryg,terrygg,https://t.me/terrygg,UserStatusRecently(),MarcusMillstrom,MarcusMillstrom,https://t.me/MarcusMillstrom,UserStatusRecently(),Birmann,birmann3436,https://t.me/birmann3436,UserStatusRecently(),KingNectuluh,KingNectuluh,https://t.me/KingNectuluh,UserStatusRecently(),Tsabb [ WILL-NOT-DM-FIRST ],Tsabb83,https://t.me/Tsabb83,UserStatusRecently(),Jessie 🇺🇸 (WILL NOT PM FIRST),jessie44,https://t.me/jessie44,UserStatusRecently(),Phoenix,Agape2017,https://t.me/Agape2017,UserStatusRecently(),Connect Financial,connect_financial,https://t.me/connect_financial,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,ECOMI to List OMI Tokens with BitMax,https://t.me/ecomi,Ecomi,True,Chase AmaZix,chase_4D,https://t.me/chase_4D,UserStatusRecently(),Chris AmaZix,Parbey,https://t.me/Parbey,UserStatusRecently(),Isaac AmaZix,IsaacEssuman,https://t.me/IsaacEssuman,UserStatusRecently(),Enobee AmaZix,eno_bee,https://t.me/eno_bee,UserStatusRecently(),Essa AmaZix,lourdessaBB,https://t.me/lourdessaBB,UserStatusRecently(),Ruona AmaZix,Ogheneruona,https://t.me/Ogheneruona,UserStatusRecently(),Josh AmaZix,edisonbell,https://t.me/edisonbell,UserStatusRecently(),Clara AmaZix,claralausy,https://t.me/claralausy,UserStatusRecently(),Matt AmaZix,mattmazix,https://t.me/mattmazix,UserStatusRecently(),Stark AmaZix,iamgekko,https://t.me/iamgekko,UserStatusRecently(),Joshua AmaZix,JanuaryN,https://t.me/JanuaryN,UserStatusRecently(),Jonny AmaZix,Canaricolor,https://t.me/Canaricolor,UserStatusRecently(),Carlo AmaZix,Catch21,https://t.me/Catch21,UserStatusRecently(),Ian AmaZix,Ian_D_UK,https://t.me/Ian_D_UK,UserStatusRecently(),Nexy AmaZix,NexyAma,https://t.me/NexyAma,UserStatusRecently(),Larry AmaZix,heelaree,https://t.me/heelaree,UserStatusRecently(),Diogo AmaZix,obsAmaZix,https://t.me/obsAmaZix,UserStatusRecently(),Dave,daveyounts,https://t.me/daveyounts,UserStatusRecently(),Lucas Young,lucasjbyoung,https://t.me/lucasjbyoung,UserStatusRecently(),Dan | ECOMI,DanECOMI,https://t.me/DanECOMI,UserStatusLastMonth(),Jeremy Merling,wagerrich,https://t.me/wagerrich,UserStatusRecently(),Ranga (WILL NOT MSG FIRST),BWilson89,https://t.me/BWilson89,UserStatusRecently(),🌈🐓 Rhys 🐓🌈,ecomi_rhys,https://t.me/ecomi_rhys,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,EcoCelium is Now Live - Ready to Mark the Next Step in DeFi,https://t.me/ecocelium,EcoCelium Official Group,True,Adriana EcoCelium,AdrianaEcocelium,https://t.me/AdrianaEcocelium,UserStatusRecently(),DeFi EcoCelium,EcoCeliumsupport,https://t.me/EcoCeliumsupport,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Trade.Io the Trading Revolution Gets Listed on Kucoin with Special Trading Competition,https://t.me/Kucoin_Exchange,KuCoin Exchange,True,Thekzar,TheKzar,https://t.me/TheKzar,UserStatusRecently(),CryptoT,CryptoCT1,https://t.me/CryptoCT1,UserStatusRecently(),The Unknown.,Giants1234,https://t.me/Giants1234,UserStatusRecently(),Rohit D.,dhyani_rohit,https://t.me/dhyani_rohit,UserStatusRecently(),Law J.,Lj1989,https://t.me/Lj1989,UserStatusRecently(),Tomi,Steffqing,https://t.me/Steffqing,UserStatusRecently(),Olivier KuCoin,Swifty80,https://t.me/Swifty80,UserStatusRecently(),Edward,hester_edward,https://t.me/hester_edward,UserStatusRecently(),KuCoin Emilia,KuCoin_CS_Support_Emilia,https://t.me/KuCoin_CS_Support_Emilia,UserStatusRecently(),Alicia KuCoin,KucoinAlicia,https://t.me/KucoinAlicia,UserStatusRecently(),Neilton,Neiylton,https://t.me/Neiylton,UserStatusRecently(),Akainu,SakazukiAkainu,https://t.me/SakazukiAkainu,UserStatusRecently(),Luis KuKs,Carlos_morgado,https://t.me/Carlos_morgado,UserStatusRecently(),KuCoin Futures Helper,KuCoin_Futures_Helper,https://t.me/KuCoin_Futures_Helper,,Abby - KuCoin Futures Admin-Not Support,kucoin_futures_official,https://t.me/kucoin_futures_official,UserStatusRecently(),Pavel,pavelvr84,https://t.me/pavelvr84,UserStatusRecently(),Leon,Leoon1125,https://t.me/Leoon1125,UserStatusRecently(),Alicia KuCoin,aliciakao,https://t.me/aliciakao,UserStatusLastMonth(),KuCoin Nancy,KuCoinNancy,https://t.me/KuCoinNancy,UserStatusLastMonth(),Austin,CrazyAustin,https://t.me/CrazyAustin,UserStatusRecently(),Lala,BitcoinAt100K,https://t.me/BitcoinAt100K,UserStatusRecently(),Ropupela,Ropupela,https://t.me/Ropupela,UserStatusRecently(),Jing,JingCheung,https://t.me/JingCheung,UserStatusRecently(),Myholding,myholding1991,https://t.me/myholding1991,UserStatusRecently(),Rheign,RheignZeus,https://t.me/RheignZeus,UserStatusRecently(),Brent,BrentJohnson,https://t.me/BrentJohnson,UserStatusRecently(),Gabriella,GabMoorman,https://t.me/GabMoorman,UserStatusRecently(),Ellen,EllenFletcher,https://t.me/EllenFletcher,UserStatusRecently(),Melanie,MelanieWhite,https://t.me/MelanieWhite,UserStatusRecently(),Alex,AlexJenner,https://t.me/AlexJenner,UserStatusLastWeek(),Steph,StephBurwell,https://t.me/StephBurwell,UserStatusRecently(),Conor,ConorKlasson,https://t.me/ConorKlasson,UserStatusRecently(),Johnny Lyu,johnlkj,https://t.me/johnlkj,UserStatusRecently(),Steve,SteveBaillie,https://t.me/SteveBaillie,UserStatusRecently(),Lucas,Lucas_Berg,https://t.me/Lucas_Berg,UserStatusRecently(),Leon _,TiTaNFPV,https://t.me/TiTaNFPV,UserStatusRecently(),Kent Li,kc_kent,https://t.me/kc_kent,UserStatusLastWeek(),Michael,purekid,https://t.me/purekid,UserStatusRecently()
Bitcoinist,Trade.Io the Trading Revolution Gets Listed on Kucoin with Special Trading Competition,https://t.me/TradeToken,TIOprime English Community Group,True,TIOprime Newsletter,TIOprime_Newsletter,https://t.me/TIOprime_Newsletter,UserStatusLastWeek(),Bill H,Bill_H,https://t.me/Bill_H,UserStatusRecently(),Roy,Roytiox,https://t.me/Roytiox,UserStatusRecently(),Helen Astaniou,helenastaniou,https://t.me/helenastaniou,UserStatusLastWeek(),Paul Johnson -trade.io,biggiepaul,https://t.me/biggiepaul,UserStatusRecently(),trade.io,Trade_IO,https://t.me/Trade_IO,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Anti-Ad-Fraud Alliance - DATA Proposes to Abolish Fake Users from Advertising Industry,http://t.me/blockchainDATA,Official DATA Group 1 (DTA),True,AntNet Community,antnetprotocol,https://t.me/antnetprotocol,UserStatusLastMonth(),Schap,schap,https://t.me/schap,UserStatusRecently(),Pupų Dėdė,gedcib,https://t.me/gedcib,,Wander,wanderfs,https://t.me/wanderfs,UserStatusLastWeek(),Victor,yeyangever,https://t.me/yeyangever,UserStatusRecently(),Community @DATA,DATAcommunity,https://t.me/DATAcommunity,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Matrix ICO Raises 13,227.5 ETHs for 50 Million Tokens",https://t.me/matrixainetwork,MATRIX AI Network,True,Jesse,JesseV30,https://t.me/JesseV30,UserStatusRecently(),Ꮇ𝖔𝖍𝖎𝖙 || Community Manager,mohit_194,https://t.me/mohit_194,UserStatusRecently(),Steady_dee,redsky352,https://t.me/redsky352,UserStatusRecently(),Pearl Mimi,Mimitee,https://t.me/Mimitee,UserStatusRecently(),The Elk,TheElk3,https://t.me/TheElk3,UserStatusRecently(),Selami Sahin,delikanli007,https://t.me/delikanli007,UserStatusRecently(),AI ROBOT,AIRobot101,https://t.me/AIRobot101,UserStatusRecently(),Hummes,Hummes,https://t.me/Hummes,UserStatusRecently(),Alfred,Ilwennor,https://t.me/Ilwennor,UserStatusRecently(),Prince,prince3403,https://t.me/prince3403,UserStatusRecently(),MrKrabs,MrKrabs22,https://t.me/MrKrabs22,UserStatusRecently(),heini,heinii,https://t.me/heinii,UserStatusRecently(),Joker,Joker13133276195,https://t.me/Joker13133276195,UserStatusRecently(),MatrixIronMan,MatrixIronMan,https://t.me/MatrixIronMan,UserStatusLastMonth(),Faz Faisal,faisal668,https://t.me/faisal668,UserStatusRecently(),Sertac Tanriverdi,SERTACTR,https://t.me/SERTACTR,UserStatusRecently(),Jerry 🇳🇱,JHollander,https://t.me/JHollander,UserStatusRecently(),Ket Net,Ketnet40,https://t.me/Ketnet40,UserStatusRecently(),Owen Tao,MusicEnding,https://t.me/MusicEnding,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
